u,v,key,osmid,highway,name,oneway,reversed,length,bridge,lanes,maxspeed,ref,junction,access,tunnel,lanes_clean,capacity
916327730,916327810,0,77967084,secondary,ถนนเพชรเกษม,True,False,62.971599044488265,,,,,,,,1.0,220.40059665570894
916327738,4900465055,0,970291417,secondary,ถนนนิพันธ์สงเคราะห์,False,True,33.85560719400222,,,,,,,,1.0,118.49462517900776
916327738,916327885,0,77967093,secondary,,True,False,18.30737742669374,,2,,,roundabout,,,2.0,128.1516419868562
916327777,916327792,0,952598318,tertiary,ถนนรัถการ,False,False,53.86299764942856,,2,,,,,,2.0,377.0409835459999
916327777,6822890779,0,952598318,tertiary,ถนนรัถการ,False,True,67.95476157503839,,2,,,,,,2.0,475.6833310252687
916327777,916327730,0,77967082,residential,ถนนเชื่อมรัฐอุทิศ,True,False,264.51284272955684,,2,,,,,,2.0,1851.589899106898
916327788,823954353,0,68518888,unclassified,Soi 17 Karnjanavanit,False,False,63.11022070182511,,,,,,,,1.0,220.88577245638788
916327788,8523765861,0,68518888,unclassified,Soi 17 Karnjanavanit,False,True,68.20341327891954,,,,,,,,1.0,238.7119464762184
916327788,8523766368,0,77967083,unclassified,Soi 3 Phetkasem,False,False,102.08997755135648,,2,,,,,,2.0,714.6298428594954
916327792,2506088227,0,243188142,residential,,False,False,85.58973786082484,,,,,,,,1.0,299.56408251288696
916327792,916327824,0,952598318,tertiary,ถนนรัถการ,False,False,83.54890498434582,,2,,,,,,2.0,584.8423348904207
916327792,916327777,0,952598318,tertiary,ถนนรัถการ,False,True,53.86299764942856,,2,,,,,,2.0,377.0409835459999
916327810,916327702,0,77967084,secondary,ถนนเพชรเกษม,True,False,98.47084246483416,,,,,,,,1.0,344.6479486269196
916327810,916327792,0,77967092,residential,ถนนมนตรี 1,True,False,294.18067271853556,,2,,,,,,2.0,2059.2647090297487
916327824,2506088640,0,952598318,tertiary,ถนนรัถการ,False,False,18.779387475885525,,2,,,,,,2.0,131.45571233119867
916327824,916327792,0,952598318,tertiary,ถนนรัถการ,False,True,83.54890498434582,,2,,,,,,2.0,584.8423348904207
916327824,4900465181,0,77967085,residential,ถนนมนตรี 2,True,False,205.94248286361787,,2,,,,,,2.0,1441.597380045325
916327839,916327738,0,77967093,secondary,,True,False,37.536461706708096,,2,,,roundabout,,,2.0,262.75523194695666
916327839,8523343958,0,324267161,tertiary,Thanon Prathanuthit,False,True,301.77535480551876,,,,,,,,1.0,1056.2137418193156
916327885,2505176945,0,65080343,secondary,ถนนเพชรเกษม,True,False,185.5926198433581,,,,,,,,1.0,649.5741694517534
916327885,916327888,0,77967093,secondary,,True,False,32.37250546555647,,2,,,roundabout,,,2.0,226.60753825889532
916327888,916327686,0,77967093,secondary,,True,False,30.139414878686196,,2,,,roundabout,,,2.0,210.9759041508034
916327912,916327962,0,77967090,secondary,ถนนเพชรเกษม,True,False,141.11886071085596,,3,,,,,,3.0,1481.7480374639874
916327912,2506087987,0,"[498671328, 243188576]",residential,,False,"[False, True]",177.94253524651654,,,,,,,,1.0,622.7988733628079
916327921,916327839,0,77967093,secondary,,True,False,14.558639164933876,,2,,,roundabout,,,2.0,101.91047415453713
916327945,3614995932,0,96713523,tertiary,Niphat Songkaew 5,False,False,16.825276488263274,,,,,,,,1.0,58.88846770892146
916327945,4900465124,0,243079720,residential,,False,True,53.977768647068174,,,,,,,,1.0,188.92219026473862
916327945,2507400919,0,970311985,secondary,ถนนเพชรเกษม,True,False,60.25556789980702,,,,,,,,1.0,210.89448764932456
916327962,985092700,0,77967090,secondary,ถนนเพชรเกษม,True,False,21.08298601380908,,3,,,,,,3.0,221.37135314499534
947896950,2506088002,0,706104217,residential,ถนนเเสงศรี,False,False,62.504013674179966,,,,,,,,1.0,218.76404785962987
947896950,2506086831,0,243188432,residential,Thanon Sangsri 8,True,False,208.75992863535495,,,,,,,,1.0,730.6597502237423
947896950,2506087962,0,706104217,residential,ถนนเเสงศรี,False,True,46.09221180886848,,,,,,,,1.0,161.32274133103968
947896956,2506087987,0,706104217,residential,ถนนเเสงศรี,False,False,65.20419583475406,,,,,,,,1.0,228.21468542163922
947896956,4900465517,0,706104217,residential,ถนนเเสงศรี,False,True,65.1602530701825,,,,,,,,1.0,228.06088574563876
947896956,2506088476,0,706095305,residential,Thanon Sangchan,False,False,89.89032141494113,,,,,,,,1.0,314.61612495229394
947896958,2505176265,0,66984613,unclassified,,True,False,24.77789206210304,,,,,,,,1.0,86.72262221736064
947896958,2505176284,0,243079738,residential,Thanon Rajyindee Soi 6,True,False,239.19033402607204,,,,,,,,1.0,837.1661690912522
947896964,12346099054,0,330615829,unclassified,,False,False,34.78872694836605,,,,,,,,1.0,121.76054431928117
947896964,2506087550,0,81350005,residential,Tiparat Road,False,True,78.37048934263048,,,,,,,,1.0,274.2967126992067
947896964,8523431062,0,706104217,residential,ถนนเเสงศรี,False,False,30.008523495353614,,,,,,,,1.0,105.02983223373765
947896971,1115585697,0,706104219,tertiary,ถนนศุภสารรังสรรค์,False,True,23.930061333163188,,2,,,,,,2.0,167.5104293321423
947896971,2506087550,0,81350005,residential,Tiparat Road,False,False,85.21415440779394,,,,,,,,1.0,298.2495404272788
947896971,4900464597,0,706104219,tertiary,ถนนศุภสารรังสรรค์,False,False,63.22691715743536,,2,,,,,,2.0,442.5884201020475
947896972,947896989,0,66984613,unclassified,,True,False,76.62659670020027,,,,,,,,1.0,268.19308845070094
947896972,2505176686,0,243079723,residential,ถนนราษฏร์ยินดี ซอย 2,False,True,357.09157237943396,,,,,,,,1.0,1249.8205033280187
947896976,3307271142,0,81350004,residential,ถนนตันรัตนากร,False,False,6.53215720577384,,,,,,,,1.0,22.86255022020844
947896976,620881015,0,323960908,secondary,ถนนศรีภูวนารถ,True,False,13.35571091902556,,,,,,,,1.0,46.74498821658946
947896979,2505176388,0,66984613,unclassified,,True,False,49.70710534247384,,,,,,,,1.0,173.97486869865844
947896979,2505176494,0,243079673,unclassified,,False,False,13.220689461428256,yes,,,,,,,1.0,46.2724131149989
947896981,947896972,0,66984613,unclassified,,True,False,136.67996717752172,,,,,,,,1.0,478.379885121326
947896981,2507400773,0,81350006,unclassified,Thanon Rajyindee Soi 1,False,True,47.90231975101524,,,,,,,,1.0,167.65811912855335
947896981,1680668223,0,95542480,unclassified,,False,False,14.204711188296155,yes,,,,,,,1.0,49.71648915903654
947896982,1107773216,0,81350004,residential,ถนนตันรัตนากร,False,False,74.1015127487252,,,,,,,,1.0,259.3552946205382
947896982,3307271142,0,81350004,residential,ถนนตันรัตนากร,False,True,110.51562269564604,,,,,,,,1.0,386.80467943476117
947896982,1107773197,0,81350010,residential,,True,False,91.03877926262189,,,,,,,,1.0,318.6357274191766
947896982,1107773259,0,95532104,residential,,False,False,48.79750019823817,,,,,,,,1.0,170.7912506938336
947896985,2505176734,0,243079682,residential,,False,True,51.86398097983257,,,,,,,,1.0,181.523933429414
947896985,2507400773,0,81350006,unclassified,Thanon Rajyindee Soi 1,False,False,82.36176048938931,,,,,,,,1.0,288.2661617128626
947896985,1597535079,0,81350006,unclassified,Thanon Rajyindee Soi 1,False,True,202.34684322755191,,,,,,,,1.0,708.2139512964317
947896989,947896979,0,66984613,unclassified,,True,False,21.259756714552235,,,,,,,,1.0,74.40914850093283
947896989,2505176514,0,243079775,residential,,False,True,13.721784870468392,yes,,,,,,,1.0,48.02624704663937
947896989,2505176598,0,243314440,residential,Thanon Rajyindee Soi 3,False,False,375.4975194242399,,,,,,,,1.0,1314.2413179848397
985092239,916327730,0,77967084,secondary,ถนนเพชรเกษม,True,False,20.7496237489748,,,,,,,,1.0,72.6236831214118
985092239,985092700,0,706104217,residential,ถนนเเสงศรี,False,True,15.270010096756604,,,,,,,,1.0,53.44503533864811
985092359,8363289259,0,84842964,unclassified,Soi 4 Nipatsongkaew 1 Road,False,False,47.82734289082687,,,,,,,,1.0,167.39570011789405
985092359,8360827888,0,84842970,tertiary,Niphat Songkhro 5,False,True,38.76130701120208,,,,,,,,1.0,135.66457453920728
985092359,8360807203,0,96713523,tertiary,Niphat Songkaew 5,False,True,78.45854636253316,,,,,,,,1.0,274.60491226886603
985092634,2505177499,0,243188787,secondary,ถนนเพชรเกษม,True,False,73.75251467909204,,2,,,,,,2.0,516.2676027536443
985092634,796747745,0,1218221898,secondary,ถนนราษฎร์ยินดี,True,False,14.478737613571449,,,,,,,,1.0,50.67558164750007
985092700,2506087709,0,77967090,secondary,ถนนเพชรเกษม,True,False,58.24924196249603,,3,,,,,,3.0,611.6170406062083
985092700,985092239,0,706104217,residential,ถนนเเสงศรี,False,False,15.270010096756604,,,,,,,,1.0,53.44503533864811
985092700,6634630594,0,706104217,residential,ถนนเเสงศรี,False,True,31.182298238022177,,,,,,,,1.0,109.13804383307762
985092779,1431715427,0,243188776,residential,ถนนนิพัทธ์อุทิศ 1,False,False,106.30611547536938,,2,,,,,,2.0,744.1428083275857
985092779,8634028439,0,323958462,secondary,ถนนศรีภูวนารถ,True,False,513.9423877575064,,,,,,,,1.0,1798.7983571512723
985092815,2506092950,0,84842973,secondary,ถนนนิพันธ์สงเคราะห์,False,True,67.375517776989,,,,,,,,1.0,235.8143122194615
985092815,2507401088,0,700908871,unclassified,Soi 4 Nipatsongkaew 1 Road,False,True,97.09866357378706,,,,,,,,1.0,339.84532250825475
985092815,2507401003,0,84842973,secondary,ถนนนิพันธ์สงเคราะห์,False,False,64.99101539395889,,,,,,,,1.0,227.4685538788561
985092815,2506092313,0,96713677,unclassified,ถนนนิพัทธ์สงเคราะห์ 1 ซอย 7,False,False,233.93526467606983,,,,,,,,1.0,818.7734263662444
986084781,1173916508,0,"[102007106, 1214455772]",primary,ถนนกาญจนวณิชย์,True,False,220.82607337915783,,3,,,,,,3.0,2318.673770481157
986090102,1160612973,0,959974132,primary,ถนนกาญจนวณิชย์,True,False,191.93327232416237,,,,,,,,1.0,671.7664531345683
986090146,796720013,0,959974131,primary,ถนนกาญจนวณิชย์,True,False,21.041666929805977,,3,,,,,,3.0,220.93750276296277
986090146,796747697,0,84963941,primary_link,,True,False,21.431046654025717,,,,,,,,1.0,75.00866328909001
986090190,796720013,0,40264701,secondary,ถนนศรีภูวนารถ,True,False,28.525414420695235,,,,,,,,1.0,99.83895047243332
986090190,4900464579,0,959974137,primary,ถนนกาญจนวณิชย์,True,False,23.113734598968097,,3,,,,,,3.0,242.69421328916502
1107773181,1107773223,0,142455606,residential,ถนนผดุงภักดี,False,False,56.047684526559244,,,,,,,,1.0,196.16689584295736
1107773181,1107773207,0,142455606,residential,ถนนผดุงภักดี,False,True,71.69850952593653,,,,,,,,1.0,250.94478334077786
1107773194,1107773241,0,84842974,residential,ถนนนิพัทธ์อุทิศ 3,True,False,118.12304227050848,,3,,,,,,3.0,1240.2919438403392
1107773194,1431715423,0,706097791,residential,ถนนผดุงภักดี,True,False,54.943117843336246,,,,,,,,1.0,192.30091245167685
1107773197,1107773181,0,95532108,residential,ถนนศรีผดุงวิถี,True,False,162.27005113946095,,,,,,,,1.0,567.9451789881133
1107773198,1107773281,0,706097790,residential,ซอย 2 ถนนนิพัทธ์อุทิศ 3,True,False,38.13253936830243,,,,,,,,1.0,133.4638877890585
1107773198,1107773259,0,"[95532104, 142455593]",residential,,False,True,114.01102537159905,,,,,,,,1.0,399.03858880059664
1107773199,10904788579,0,1223390438,secondary,ถนนศรีภูวนารถ,True,False,31.36215128165878,,,,,,,,1.0,109.76752948580572
1107773207,1107773181,0,142455606,residential,ถนนผดุงภักดี,False,False,71.69850952593653,,,,,,,,1.0,250.94478334077786
1107773207,1559016898,0,95532102,residential,ถนนฉัยยากุลอุทิศ,False,False,31.65541567984885,,,,,,,,1.0,110.79395487947097
1107773207,1107773199,0,95532105,residential,ถนนผดุงภักดี,True,False,288.5508955709429,,,,,,,,1.0,1009.9281344983001
1107773207,1107773263,0,95532107,residential,,False,True,360.7998972608446,,,,,,,,1.0,1262.799640412956
1107773211,1559016916,0,148941242,residential,ถนนฉัยยากุลอุทิศ,False,True,52.89153006895222,,,,,,,,1.0,185.1203552413328
1107773211,1110416556,0,1454593202,unclassified,ถนนหอยมุกต์,False,False,20.817143841688672,,,,,,,,1.0,72.86000344591035
1107773211,1431715415,0,1454593202,unclassified,ถนนหอยมุกต์,False,True,44.77682517542563,,,,,,,,1.0,156.7188881139897
1107773216,1107773223,0,81350004,residential,ถนนตันรัตนากร,False,False,85.42597223159638,,,,,,,,1.0,298.99090281058733
1107773216,947896982,0,81350004,residential,ถนนตันรัตนากร,False,True,74.1015127487252,,,,,,,,1.0,259.3552946205382
1107773223,1107773216,0,81350004,residential,ถนนตันรัตนากร,False,True,85.42597223159638,,,,,,,,1.0,298.99090281058733
1107773223,1680666115,0,142455606,residential,ถนนผดุงภักดี,False,False,89.5085043307752,,,,,,,,1.0,313.2797651577132
1107773223,1107773181,0,142455606,residential,ถนนผดุงภักดี,False,True,56.047684526559244,,,,,,,,1.0,196.16689584295736
1107773241,1431715380,0,95532101,residential,ซอย 1 ถนนนิพัทธ์อุทิศ 3,True,False,55.122895368106086,,,,,,,,1.0,192.9301337883713
1107773241,3307271117,0,84842974,residential,ถนนนิพัทธ์อุทิศ 3,True,False,154.34362016005375,,3,,,,,,3.0,1620.6080116805645
1107773259,947896982,0,95532104,residential,,False,True,48.79750019823817,,,,,,,,1.0,170.7912506938336
1107773259,1107773281,0,95532106,residential,,False,False,75.34756991457799,,,,,,,,1.0,263.71649470102295
1107773259,1107773198,0,"[95532104, 142455593]",residential,,False,False,114.01102537159905,,,,,,,,1.0,399.03858880059664
1107773263,1110416666,0,1223390438,secondary,ถนนศรีภูวนารถ,True,False,34.70037996541542,,,,,,,,1.0,121.45132987895397
1107773263,1107773207,0,95532107,residential,,False,False,360.7998972608446,,,,,,,,1.0,1262.799640412956
1107773281,1107773259,0,95532106,residential,,False,True,75.34756991457799,,,,,,,,1.0,263.71649470102295
1107773281,1107773216,0,706097790,residential,ซอย 2 ถนนนิพัทธ์อุทิศ 3,True,False,46.262485434558634,,,,,,,,1.0,161.91869902095522
1107784878,1107784883,0,95533433,residential,Thanon Sangchan,True,False,86.52238317062995,,,,,,,,1.0,302.8283410972048
1107784878,1122072658,0,706256379,residential,ถนนกิมประดิษฐ์,False,True,75.85741258772832,,,,,,,,1.0,265.50094405704914
1107784878,4900465208,0,706256379,residential,ถนนกิมประดิษฐ์,False,False,47.94444470643308,,,,,,,,1.0,167.80555647251578
1107784879,4900465099,0,706093505,residential,Duangchan Rd,True,False,47.47097728594086,,,,,,,,1.0,166.148420500793
1107784879,1107784887,0,706093504,residential,Thanon Sangchan,True,False,90.87243541365294,,,,,,,,1.0,318.05352394778527
1107784883,1107784884,0,95533433,residential,Thanon Sangchan,True,False,72.90311162783547,,,,,,,,1.0,255.16089069742415
