u,v,key,osmid,highway,name,oneway,reversed,length,bridge,lanes,maxspeed,ref,junction,access,tunnel,lanes_clean,capacity
1680663706,1108909562,0,95637131,unclassified,Thanon Thungsao 2,False,True,47.09983900627995,,,,,,,,1.0,164.84943652197984
1680663706,1680663997,0,155690597,residential,Thanon Thung Sao 2 Soi 1,False,True,88.08038987830305,,,,,,,,1.0,308.28136457406066
1680663769,1680663699,0,931321078,tertiary,ถนนพลพิชัย,False,False,16.670114014309508,,,,,,,,1.0,58.34539905008328
1680663769,1680663855,0,155691155,residential,Thanon Cheanuthitkeawsamitpattana,False,False,162.15214128947093,,,,,,,,1.0,567.5324945131483
1680663769,1108909550,0,931321078,tertiary,ถนนพลพิชัย,False,True,50.77077824227688,,,,,,,,1.0,177.6977238479691
1680663823,1680663909,0,95637131,unclassified,Thanon Thungsao 2,False,False,29.418468381412787,,,,,,,,1.0,102.96463933494475
1680663823,1680663706,0,95637131,unclassified,Thanon Thungsao 2,False,True,49.02177292141636,,,,,,,,1.0,171.57620522495725
1680663823,1680663371,0,155690746,residential,Thanon Thungsao 2 Soi 4/2,False,False,95.2803695997744,,,,,,,,1.0,333.4812935992104
1680663828,1680664052,0,155691050,residential,Thanon Watprakarn,False,True,58.86445146537403,,,,,,,,1.0,206.0255801288091
1680663828,1680663894,0,155691155,residential,Thanon Cheanuthitkeawsamitpattana,False,False,117.80354275303073,,,,,,,,1.0,412.31239963560756
1680663828,1680663833,0,155691155,residential,Thanon Cheanuthitkeawsamitpattana,False,True,6.083256142586167,,,,,,,,1.0,21.291396499051586
1680663833,1680663479,0,155691041,residential,,False,True,83.59622140574183,,,,,,,,1.0,292.5867749200964
1680663833,1680663828,0,155691155,residential,Thanon Cheanuthitkeawsamitpattana,False,False,6.083256142586167,,,,,,,,1.0,21.291396499051586
1680663833,1680663855,0,155691155,residential,Thanon Cheanuthitkeawsamitpattana,False,True,98.07909103934465,,,,,,,,1.0,343.27681863770624
1680663855,1680663396,0,155690679,residential,,False,True,111.81372992526492,,,,,,,,1.0,391.3480547384272
1680663855,1680663833,0,155691155,residential,Thanon Cheanuthitkeawsamitpattana,False,False,98.07909103934465,,,,,,,,1.0,343.27681863770624
1680663855,1680663769,0,155691155,residential,Thanon Cheanuthitkeawsamitpattana,False,True,162.15214128947093,,,,,,,,1.0,567.5324945131483
1680663894,1680663828,0,155691155,residential,Thanon Cheanuthitkeawsamitpattana,False,True,117.80354275303073,,,,,,,,1.0,412.31239963560756
1680663894,4900465345,0,155690274,residential,,False,False,161.47857624906186,,,,,,,,1.0,565.1750168717165
1680663894,8642960061,0,498671547,residential,,False,True,158.9219134655027,,,,,,,,1.0,556.2266971292595
1680663909,1680663941,0,95637131,unclassified,Thanon Thungsao 2,False,False,11.226426421472585,,,,,,,,1.0,39.29249247515405
1680663909,1680663823,0,95637131,unclassified,Thanon Thungsao 2,False,True,29.418468381412787,,,,,,,,1.0,102.96463933494475
1680663909,1680664228,0,155690744,residential,Thanon Thungsao 2 Soi 3,False,False,110.4229013403738,,,,,,,,1.0,386.4801546913083
1680663938,1680663997,0,155690814,residential,Thanon Keawsomnok,False,False,51.036812830888614,,,,,,,,1.0,178.62884490811015
1680663938,8642704671,0,706265654,unclassified,Thung Sao 1 Rd,False,False,34.57501770205805,,,,,,,,1.0,121.01256195720316
1680663938,1680663948,0,706265654,unclassified,Thung Sao 1 Rd,False,True,11.664512085573552,,,,,,,,1.0,40.825792299507434
1680663941,1108909691,0,95637131,unclassified,Thanon Thungsao 2,False,False,56.89743892016125,,,,,,,,1.0,199.1410362205644
1680663941,1680663909,0,95637131,unclassified,Thanon Thungsao 2,False,True,11.226426421472585,,,,,,,,1.0,39.29249247515405
1680663941,1680663206,0,155691064,residential,Thanon Thungsao 2 Soi 4,False,True,151.80128330529567,,,,,,,,1.0,531.3044915685348
1680663948,1680663938,0,706265654,unclassified,Thung Sao 1 Rd,False,False,11.664512085573552,,,,,,,,1.0,40.825792299507434
1680663948,8363316256,0,706265654,unclassified,Thung Sao 1 Rd,False,True,32.89787282288616,,,,,,,,1.0,115.14255488010156
1680663948,1680663374,0,"[706256378, 155690277]",residential,Thanon Thung Sao 1 Soi 2,False,False,187.13105078675417,,,,,,,,1.0,654.9586777536396
1680663997,1680663706,0,155690597,residential,Thanon Thung Sao 2 Soi 1,False,False,88.08038987830305,,,,,,,,1.0,308.28136457406066
1680663997,1680663938,0,155690814,residential,Thanon Keawsomnok,False,True,51.036812830888614,,,,,,,,1.0,178.62884490811015
1680663997,1431715456,0,"[498671685, 569148517, 155690814]",residential,Thanon Keawsomnok,False,"[False, True]",108.07907294352307,,,,,,,,1.0,378.27675530233074
1680664013,1431715407,0,100401248,residential,Kham Uthit Soi 2,False,False,44.944451688401614,,,,,,,,1.0,157.30558090940565
1680664013,1431715390,0,100401248,residential,Kham Uthit Soi 2,False,True,54.16554035700285,,,,,,,,1.0,189.57939124950997
1680664013,1680663265,0,155690986,residential,Soi Kum Uthit 3,False,True,166.71302223276737,,,,,,,,1.0,583.4955778146858
1680664013,1680664277,0,155690986,residential,Soi Kum Uthit 3,False,False,87.80394253976138,,,,,,,,1.0,307.31379888916484
1680664052,1680663828,0,155691050,residential,Thanon Watprakarn,False,False,58.86445146537403,,,,,,,,1.0,206.0255801288091
1680664052,8363189526,0,155691050,residential,Thanon Watprakarn,False,True,34.767212796693855,,,,,,,,1.0,121.68524478842849
1680664052,4900465111,0,498671306,residential,,False,True,123.88552532856184,,,,,,,,1.0,433.59933864996646
1680664160,1680664214,0,155690698,residential,,False,False,97.888807716593,,,,,,,,1.0,342.61082700807555
1680664171,1680664255,0,155690745,residential,Thanon Kaewsanit,False,False,45.5897432323503,,,,,,,,1.0,159.56410131322605
1680664171,1431715381,0,706265654,unclassified,Thung Sao 1 Rd,False,False,44.77751349476694,,,,,,,,1.0,156.7212972316843
1680664171,796747673,0,706265654,unclassified,Thung Sao 1 Rd,False,True,50.53812897992304,,,,,,,,1.0,176.88345142973063
1680664183,8363189525,0,155690366,residential,Thanon Sutthisamit,False,True,20.304202599724174,,,,,,,,1.0,71.06470909903462
1680664183,8363189533,0,900226784,residential,,False,True,49.104463398057575,,,,,,,,1.0,171.8656218932015
1680664183,8363189534,0,900226785,residential,,False,False,37.88603541064834,,,,,,,,1.0,132.6011239372692
1680664214,1680664160,0,155690698,residential,,False,True,97.888807716593,,,,,,,,1.0,342.61082700807555
1680664214,4900465119,0,155690987,residential,,False,False,19.205528761519517,,,,,,,,1.0,67.2193506653183
1680664214,8635153349,0,155690987,residential,,False,True,177.04473430762215,,,,,,,,1.0,619.6565700766776
1680664228,1431715388,0,129827550,residential,Soi 3 Thung Sao 1,False,False,61.8736925617141,,,,,,,,1.0,216.55792396599935
1680664228,1431715456,0,129827550,residential,Soi 3 Thung Sao 1,False,True,46.37424880914549,,,,,,,,1.0,162.3098708320092
1680664228,1680663909,0,155690744,residential,Thanon Thungsao 2 Soi 3,False,True,110.4229013403738,,,,,,,,1.0,386.4801546913083
1680664255,1680664329,0,155690745,residential,Thanon Kaewsanit,False,False,80.1896648173948,,,,,,,,1.0,280.6638268608818
1680664255,1680664171,0,155690745,residential,Thanon Kaewsanit,False,True,45.5897432323503,,,,,,,,1.0,159.56410131322605
1680664255,8635169926,0,931388873,residential,,False,True,49.79860709148821,,,,,,,,1.0,174.29512482020874
1680664277,1431715442,0,95637131,unclassified,Thanon Thungsao 2,False,True,52.47432282030301,,,,,,,,1.0,183.66012987106052
1680664277,1431715400,0,95637131,unclassified,Thanon Thungsao 2,False,False,52.124040187883296,,,,,,,,1.0,182.43414065759154
1680664277,1680664013,0,155690986,residential,Soi Kum Uthit 3,False,True,87.80394253976138,,,,,,,,1.0,307.31379888916484
1680664320,1680664436,0,155690668,residential,,False,False,138.02098316013107,,,,,,,,1.0,483.0734410604587
1680664320,4900465408,0,155690987,residential,,False,False,12.839646409218323,,,,,,,,1.0,44.938762432264134
1680664320,4900465119,0,155690987,residential,,False,True,22.02543573833543,,,,,,,,1.0,77.089025084174
1680664322,4900465367,0,155690784,residential,,False,False,87.93691759718922,,,,,,,,1.0,307.7792115901623
1680664322,1680664363,0,931321078,tertiary,ถนนพลพิชัย,False,True,25.954246872706857,,,,,,,,1.0,90.839864054474
1680664322,1108909332,0,931321078,tertiary,ถนนพลพิชัย,False,False,73.50404584193538,,,,,,,,1.0,257.2641604467738
1680664329,1680664255,0,155690745,residential,Thanon Kaewsanit,False,True,80.1896648173948,,,,,,,,1.0,280.6638268608818
1680664329,1680664362,0,699753146,residential,ถนนจันทร์นิเวศน์ 3,False,False,10.284538750931093,,,,,,,,1.0,35.995885628258826
1680664329,1431715456,0,699753146,residential,ถนนจันทร์นิเวศน์ 3,False,True,57.88802802271307,,,,,,,,1.0,202.60809807949576
1680664343,1680664350,0,155690784,residential,,False,False,36.97418176818349,,,,,,,,1.0,129.40963618864222
1680664343,4900465367,0,155690784,residential,,False,True,65.02060102148282,,,,,,,,1.0,227.57210357518986
1680664343,1680664471,0,155690845,residential,,False,True,57.50421999070497,,,,,,,,1.0,201.26476996746737
1680664350,1680664343,0,155690784,residential,,False,True,36.97418176818349,,,,,,,,1.0,129.40963618864222
1680664362,1680664401,0,155691108,residential,Thanon Rajdamrei Soi 2,False,False,65.83381203388987,,,,,,,,1.0,230.41834211861453
1680664362,1431715414,0,699753146,residential,ถนนจันทร์นิเวศน์ 3,False,False,46.84402949810085,,,,,,,,1.0,163.954103243353
1680664362,1680664329,0,699753146,residential,ถนนจันทร์นิเวศน์ 3,False,True,10.284538750931093,,,,,,,,1.0,35.995885628258826
1680664363,4900465368,0,155690759,residential,Thanon Deeland 1,False,False,99.33452371753664,,,,,,,,1.0,347.67083301137825
1680664363,1680664322,0,931321078,tertiary,ถนนพลพิชัย,False,False,25.954246872706857,,,,,,,,1.0,90.839864054474
1680664363,1680664436,0,931321078,tertiary,ถนนพลพิชัย,False,True,30.17325672246307,,,,,,,,1.0,105.60639852862074
1680664366,1196924331,0,66984623,unclassified,Soi Thaveerat,False,True,6.3700247981812845,,,,,,,,1.0,22.295086793634496
1680664366,1680665225,0,155691112,residential,Thanon Sripoonvanart 16,True,False,215.0207817841163,,,,,,,,1.0,752.5727362444071
1680664366,6630248218,0,947689789,primary,ถนนกาญจนวณิชย์,True,False,363.4750225985159,,3,,,,,,3.0,3816.4877372844176
1680664401,1680664437,0,155691108,residential,Thanon Rajdamrei Soi 2,False,False,44.8931487329533,,,,,,,,1.0,157.12602056533655
1680664401,1680664362,0,155691108,residential,Thanon Rajdamrei Soi 2,False,True,65.83381203388987,,,,,,,,1.0,230.41834211861453
1680664401,1431715414,0,"[498671634, 155690517]",residential,Thanon Rajdamrei Soi 2/3,False,"[False, True]",160.30837690814877,,,,,,,,1.0,561.0793191785207
1680664436,1680664320,0,155690668,residential,,False,True,138.02098316013107,,,,,,,,1.0,483.0734410604587
1680664436,4900465457,0,931321078,tertiary,ถนนพลพิชัย,False,True,59.63615292201219,,,,,,,,1.0,208.72653522704266
1680664436,1680664363,0,931321078,tertiary,ถนนพลพิชัย,False,False,30.17325672246307,,,,,,,,1.0,105.60639852862074
1680664437,1680664603,0,95637123,residential,Soi 5 Thung Sao 2 Road,False,False,50.36908445141771,,,,,,,,1.0,176.29179557996198
1680664437,8642230826,0,95637123,residential,Soi 5 Thung Sao 2 Road,False,True,59.17317993374217,,,,,,,,1.0,207.1061297680976
1680664437,1680664401,0,155691108,residential,Thanon Rajdamrei Soi 2,False,True,44.8931487329533,,,,,,,,1.0,157.12602056533655
1680664437,1680664525,0,706256382,residential,Thanon Rajdamrei Soi 2,False,False,191.3966484195288,,,,,,,,1.0,669.8882694683507
1680664471,1680664476,0,155690759,residential,Thanon Deeland 1,False,False,31.211483979253178,,,,,,,,1.0,109.24019392738612
1680664471,4900465368,0,155690759,residential,Thanon Deeland 1,False,True,64.91215105184742,,,,,,,,1.0,227.19252868146594
1680664471,1680664343,0,155690845,residential,,False,False,57.50421999070497,,,,,,,,1.0,201.26476996746737
1680664476,1680664471,0,155690759,residential,Thanon Deeland 1,False,True,31.211483979253178,,,,,,,,1.0,109.24019392738612
1680664521,1680665041,0,155690650,residential,,False,False,117.93778223487236,,,,,,,,1.0,412.7822378220533
1680664525,1680664774,0,155691142,residential,Thanon Rajdamrei Soi 2/1,False,False,44.16221449258921,,,,,,,,1.0,154.56775072406222
1680664525,1680664529,0,706256382,residential,Thanon Rajdamrei Soi 2,False,False,44.07640222462471,,,,,,,,1.0,154.26740778618648
1680664525,1680664437,0,706256382,residential,Thanon Rajdamrei Soi 2,False,True,191.3966484195288,,,,,,,,1.0,669.8882694683507
1680664529,1196924377,0,96941853,unclassified,Thanon Rajdamrei,True,False,23.530112724053403,,,,,,,,1.0,82.35539453418691
1680664529,1680664525,0,706256382,residential,Thanon Rajdamrei Soi 2,False,True,44.07640222462471,,,,,,,,1.0,154.26740778618648
1680664593,4900465115,0,155691164,residential,,False,False,139.8580342886109,,,,,,,,1.0,489.5031200101381
1680664593,4900465694,0,"[155691164, 498671630]",residential,,False,"[False, True]",140.42925864009334,,,,,,,,1.0,491.50240524032665
1680664593,8643316526,0,932390804,residential,,False,False,63.30216142521228,,,,,,,,1.0,221.557564988243
1680664603,8642697501,0,95637123,residential,Soi 5 Thung Sao 2 Road,False,False,32.15156043545884,,,,,,,,1.0,112.53046152410595
1680664603,1680664437,0,95637123,residential,Soi 5 Thung Sao 2 Road,False,True,50.36908445141771,,,,,,,,1.0,176.29179557996198
1680664603,1680664774,0,155690552,residential,Thanon Rajdamri Soi 2/2,False,False,194.0971359136867,,,,,,,,1.0,679.3399756979035
1680664732,8642604214,0,706259496,residential,,False,True,96.11418125143923,,,,,,,,1.0,336.3996343800373
1680664774,1680664525,0,155691142,residential,Thanon Rajdamrei Soi 2/1,False,True,44.16221449258921,,,,,,,,1.0,154.56775072406222
1680664774,1680664603,0,155690552,residential,Thanon Rajdamri Soi 2/2,False,True,194.0971359136867,,,,,,,,1.0,679.3399756979035
1680664774,1680664921,0,155691142,residential,Thanon Rajdamrei Soi 2/1,False,False,108.56396473869546,,,,,,,,1.0,379.97387658543414
1680664784,809537420,0,155691091,residential,Thanon Sripuwanart Soi 12,False,True,273.27053621924995,,,,,,,,1.0,956.4468767673748
1680664921,8642697507,0,932318969,residential,,False,False,24.121804600720576,,,,,,,,1.0,84.42631610252202
1680664921,1680665180,0,155690656,residential,,False,False,70.6332860139669,,,,,,,,1.0,247.21650104888414
1680664921,1680664774,0,155691142,residential,Thanon Rajdamrei Soi 2/1,False,True,108.56396473869547,,,,,,,,1.0,379.97387658543414
1680664939,1108909313,0,95637131,unclassified,Thanon Thungsao 2,False,False,46.352803403810846,,,,,,,,1.0,162.23481191333795
1680664939,1559016829,0,95637131,unclassified,Thanon Thungsao 2,False,True,10.619414729392972,,,,,,,,1.0,37.1679515528754
1680664939,1680665449,0,155690823,residential,Thanon Thung Sao 7,False,True,148.82987970845576,,,,,,,,1.0,520.9045789795952
1680664977,1680664987,0,706256376,residential,Thanon Rajdamrei Soi 3,False,False,65.62172392838153,,,,,,,,1.0,229.67603374933535
1680664977,1680665326,0,155691069,residential,Thanon Rajdamrei Soi 1,False,True,145.92806716358496,,,,,,,,1.0,510.74823507254735
1680664977,8642230827,0,932266426,residential,,False,False,35.02024931073256,,,,,,,,1.0,122.57087258756395
1680664987,1680664977,0,706256376,residential,Thanon Rajdamrei Soi 3,False,True,65.62172392838153,,,,,,,,1.0,229.67603374933535
1680664987,1680664529,0,96941853,unclassified,Thanon Rajdamrei,True,False,95.21033214711962,,,,,,,,1.0,333.23616251491865
1680665041,1680664521,0,155690650,residential,,False,True,117.93778223487236,,,,,,,,1.0,412.7822378220533
1680665041,13368519214,0,323958075,secondary,ถนนศรีภูวนารถ,False,False,47.0049578499764,,,,,,,,1.0,164.5173524749174
1680665041,4900464613,0,323958075,secondary,ถนนศรีภูวนารถ,False,True,13.752164735204293,,,,,,,,1.0,48.132576573215026
1680665045,1108909519,0,685344729,unclassified,Thanon Sripoomvanart Soi 10,False,True,41.01824134332424,,,,,,,,1.0,143.56384470163485
1680665045,1680665173,0,155690647,residential,Thanon  Sripuwanart soi 10/1,False,False,101.3542833688226,,,,,,,,1.0,354.7399917908791
1680665045,4900465022,0,685344729,unclassified,Thanon Sripoomvanart Soi 10,False,False,48.43770414734417,,,,,,,,1.0,169.5319645157046
1680665112,8642604214,0,706259496,residential,,False,False,55.37216772097314,,,,,,,,1.0,193.80258702340598
1680665112,1680665225,0,155691109,residential,Thanon Sripunwanart Soi 16/1,False,True,115.96053058985498,,,,,,,,1.0,405.8618570644924
1680665112,11252506077,0,498671697,residential,,False,True,43.30744927348614,,,,,,,,1.0,151.5760724572015
1680665173,1680665045,0,155690647,residential,Thanon  Sripuwanart soi 10/1,False,True,101.3542833688226,,,,,,,,1.0,354.7399917908791
1680665180,1680664921,0,155690656,residential,,False,True,70.6332860139669,,,,,,,,1.0,247.21650104888414
1680665180,1680665586,0,155690962,residential,Soi 6 Sripoonvant,False,False,226.25036258099652,,,,,,,,1.0,791.8762690334878
1680665180,8642697487,0,"[1217977144, 932318967]",residential,,False,False,76.00407827202554,,,,,,,,1.0,266.0142739520894
1680665225,1680665112,0,155691109,residential,Thanon Sripunwanart Soi 16/1,False,False,115.96053058985498,,,,,,,,1.0,405.8618570644924
1680665225,1680665366,0,155691112,residential,Thanon Sripoonvanart 16,True,False,44.06952728072518,,,,,,,,1.0,154.24334548253813
1680665232,4900465156,0,931321078,tertiary,ถนนพลพิชัย,False,False,50.8956477914533,,,,,,,,1.0,178.13476727008654
1680665232,1680665321,0,931321078,tertiary,ถนนพลพิชัย,False,True,27.314856482444288,,,,,,,,1.0,95.601997688555
1680665232,1680665321,1,155690977,residential,,False,True,265.64069255852206,,,,,,,,1.0,929.7424239548272
1680665239,1680665363,0,155691003,residential,,False,True,144.63982110732255,,,,,,,,1.0,506.2393738756289
1680665289,1421020817,0,155690972,residential,Soi Senha,False,False,107.0289193558124,,,,,,,,1.0,374.60121774534343
1680665289,8634014994,0,931256568,tertiary,,True,False,7.028200855869369,,,,,,,,1.0,24.59870299554279
1680665321,1680665232,0,931321078,tertiary,ถนนพลพิชัย,False,False,27.314856482444288,,,,,,,,1.0,95.601997688555
1680665321,1680665232,1,155690977,residential,,False,False,265.64069255852206,,,,,,,,1.0,929.7424239548272
1680665321,1680665363,0,931321078,tertiary,ถนนพลพิชัย,False,True,12.963567347988146,,,,,,,,1.0,45.37248571795851
1680665325,1680665338,0,155690586,residential,,False,False,68.82000739073192,,,,,,,,1.0,240.8700258675617
1680665326,1680664987,0,96941853,unclassified,Thanon Rajdamrei,True,False,90.32694637626103,,,,,,,,1.0,316.1443123169136
1680665326,1680664977,0,155691069,residential,Thanon Rajdamrei Soi 1,False,False,145.92806716358496,,,,,,,,1.0,510.74823507254735
1680665338,1680665325,0,155690586,residential,,False,True,68.82000739073192,,,,,,,,1.0,240.8700258675617
1680665338,1160612981,0,1322055591,unclassified,Thanon Sripoomvanart Soi 10,True,False,88.81037280186663,,,,,,,,1.0,310.83630480653324
1680665363,1680665321,0,931321078,tertiary,ถนนพลพิชัย,False,False,12.963567347988146,,,,,,,,1.0,45.37248571795851
1680665363,4900465637,0,931321078,tertiary,ถนนพลพิชัย,False,True,34.51991674313951,,,,,,,,1.0,120.81970860098829
1680665363,1680665239,0,155691003,residential,,False,False,144.63982110732258,,,,,,,,1.0,506.239373875629
1680665365,1680665488,0,155690848,residential,,False,False,172.02948066812175,,,,,,,,1.0,602.1031823384261
1680665366,1680665465,0,155691112,residential,Thanon Sripoonvanart 16,True,False,40.64422046701169,,,,,,,,1.0,142.25477163454093
1680665366,11252506079,0,1214491982,residential,,False,False,116.22230347062283,,,,,,,,1.0,406.7780621471799
1680665406,796719799,0,155691024,residential,ถนนศรีภูวนารถ ซอย 14,False,False,67.2336956441837,,,,,,,,1.0,235.31793475464295
1680665406,1680665414,0,1326411454,residential,,False,False,57.16498752360619,,,,,,,,1.0,200.07745633262167
1680665406,8642553288,0,155691024,residential,ถนนศรีภูวนารถ ซอย 14,False,True,94.51951270546544,,,,,,,,1.0,330.81829446912906
1680665414,11252506076,0,965619017,residential,,False,True,39.921726285593614,,,,,,,,1.0,139.72604199957766
1680665414,11252506078,0,1214491981,residential,,False,False,43.263707716611,,,,,,,,1.0,151.4229770081385
1680665414,1680665406,0,1326411454,residential,,False,True,57.16498752360619,,,,,,,,1.0,200.07745633262167
1680665449,1680664939,0,155690823,residential,Thanon Thung Sao 7,False,False,148.82987970845576,,,,,,,,1.0,520.9045789795952
1680665452,1680665529,0,155690576,residential,Thanon Rajuthit Soi 2,False,True,112.90657244411784,,,,,,,,1.0,395.17300355441245
1680665452,1680665289,0,931256568,tertiary,,True,False,47.07202513529806,,,,,,,,1.0,164.7520879735432
1680665465,1680665621,0,155691112,residential,Thanon Sripoonvanart 16,True,False,60.7636797563118,,,,,,,,1.0,212.6728791470913
1680665465,12553414764,0,155690974,residential,Sripuwanart Soi 16/1,False,True,111.1052947373304,,,,,,,,1.0,388.8685315806564
1680665488,1680665365,0,155690848,residential,,False,True,172.02948066812175,,,,,,,,1.0,602.1031823384261
1680665488,1680665626,0,243188783,tertiary,ถนนราษฏร์อุทิศ,True,False,59.13220149053187,,,,,,,,1.0,206.96270521686154
1680665504,13347091083,0,155690779,residential,,False,True,5.312802459109899,,,,,,,,1.0,18.594808606884648
1680665504,1421020868,0,155690972,residential,Soi Senha,False,True,55.95593336613412,,,,,,,,1.0,195.84576678146942
1680665504,8642439364,0,155690779,residential,,False,False,159.9070048908705,,,,,,,,1.0,559.6745171180468
1680665507,1680665626,0,155690644,residential,,False,False,84.5455690033348,,,,,,,,1.0,295.90949151167183
1680665529,1680665452,0,155690576,residential,Thanon Rajuthit Soi 2,False,False,112.90657244411784,,,,,,,,1.0,395.17300355441245
1680665529,4900465508,0,498671584,residential,,False,False,33.00854610878025,,,,,,,,1.0,115.52991138073088
1680665529,1680665692,0,706357258,residential,Pracha Uthit Road,False,True,66.44048503035312,,,,,,,,1.0,232.5416976062359
1680665529,1421020817,0,706357258,residential,Pracha Uthit Road,False,False,47.69329369366013,,,,,,,,1.0,166.92652792781047
1680665539,1680665692,0,155690434,residential,Thanon Rajuthit Soi 4,False,False,118.1355806406372,,,,,,,,1.0,413.4745322422302
1680665539,1680665452,0,931256568,tertiary,,True,False,54.93659378338102,,,,,,,,1.0,192.27807824183358
1680665542,4900465637,0,931321078,tertiary,ถนนพลพิชัย,False,False,61.91174476026525,,,,,,,,1.0,216.69110666092837
1680665542,4900465046,0,155690998,residential,Soi 1 Polpichai,False,True,101.204167447478,,,,,,,,1.0,354.214586066173
1680665542,1680665734,0,931321078,tertiary,ถนนพลพิชัย,False,True,87.11709058329015,,,,,,,,1.0,304.9098170415155
1680665586,796747504,0,1228979772,secondary,ถนนศรีภูวนารถ,True,False,13.576860378707282,,,,,,,,1.0,47.51901132547549
1680665586,1680665180,0,155690962,residential,Soi 6 Sripoonvant,False,True,226.25036258099652,,,,,,,,1.0,791.8762690334878
1680665621,796719799,0,959974136,secondary,ถนนศรีภูวนารถ,True,False,174.80265063870118,,,,,,,,1.0,611.8092772354541
1680665626,1680665507,0,155690644,residential,,False,True,84.5455690033348,,,,,,,,1.0,295.90949151167183
1680665626,8634028444,0,243188783,tertiary,ถนนราษฏร์อุทิศ,True,False,82.70872647352618,,,,,,,,1.0,289.48054265734163
1680665692,1680665539,0,155690434,residential,Thanon Rajuthit Soi 4,False,True,118.1355806406372,,,,,,,,1.0,413.4745322422302
1680665692,1680665529,0,706357258,residential,Pracha Uthit Road,False,False,66.44048503035312,,,,,,,,1.0,232.5416976062359
1680665692,6637201356,0,706357258,residential,Pracha Uthit Road,False,True,67.55273141400869,,,,,,,,1.0,236.43455994903042
1680665734,1680665746,0,155690824,residential,Thanon Rajuthit Soi 5,False,False,87.23665339941758,,,,,,,,1.0,305.3282868979615
1680665734,1680665542,0,931321078,tertiary,ถนนพลพิชัย,False,False,87.11709058329015,,,,,,,,1.0,304.9098170415155
1680665734,1680666042,0,931321078,tertiary,ถนนพลพิชัย,False,True,170.9477407604051,,,,,,,,1.0,598.3170926614179
1680665741,1431867163,0,155690633,residential,,False,False,79.80873194524041,,,,,,,,1.0,279.33056180834143
1680665746,1680665941,0,155690824,residential,Thanon Rajuthit Soi 5,False,False,219.8081900556285,,,,,,,,1.0,769.3286651946997
1680665746,1680665734,0,155690824,residential,Thanon Rajuthit Soi 5,False,True,87.23665339941758,,,,,,,,1.0,305.3282868979615
1680665746,1680665861,0,155690900,residential,,False,False,43.552796417177966,,,,,,,,1.0,152.4347874601229
1680665755,1680665898,0,155690785,residential,Thanon Yanyong Pattana,False,False,134.0178975941727,,,,,,,,1.0,469.0626415796044
1680665755,8634028444,0,931256577,tertiary_link,,False,False,7.109974531636787,,,,,,,,1.0,24.884910860728755
1680665755,8634014997,0,931256568,tertiary,,True,False,39.605308706088856,,,,,,,,1.0,138.618580471311
1680665792,1680665916,0,95809263,residential,ถนนละม้ายสงเคราะห์,False,False,100.1308728363792,,,,,,,,1.0,350.45805492732717
1680665792,1110416666,0,95809263,residential,ถนนละม้ายสงเคราะห์,False,True,100.26070783147966,,,,,,,,1.0,350.91247741017884
1680665792,1680665806,0,155690736,residential,Soi 5 Lamaisongkraw Road,False,False,117.79668613728816,,,,,,,,1.0,412.2884014805086
1680665806,1680665792,0,155690736,residential,Soi 5 Lamaisongkraw Road,False,True,117.79668613728816,,,,,,,,1.0,412.2884014805086
1680665842,4900465654,0,155691001,residential,Thanon Rajuthit Soi 3,False,True,94.49208335708308,,,,,,,,1.0,330.72229174979077
1680665842,1680665941,0,243188783,tertiary,ถนนราษฏร์อุทิศ,True,False,51.38168169205563,,,,,,,,1.0,179.8358859221947
1680665847,1680666097,0,155691085,residential,,False,False,121.5428034236675,,,,,,,,1.0,425.39981198283624
1680665861,4900465352,0,155690856,residential,Thanon Rajuthit Soi 7,False,False,35.967718168427375,,,,,,,,1.0,125.88701358949581
1680665861,1680665956,0,155690900,residential,,False,False,50.952718216592935,,,,,,,,1.0,178.33451375807527
1680665861,1680665746,0,155690900,residential,,False,True,43.552796417177966,,,,,,,,1.0,152.4347874601229
1680665863,1680665916,0,155690919,residential,Thanon Chaiyakulpattana,False,True,124.40492728464412,,,,,,,,1.0,435.4172454962544
1680665898,1680665945,0,155690785,residential,Thanon Yanyong Pattana,False,False,61.03028721106149,,,,,,,,1.0,213.60600523871523
1680665898,1680665755,0,155690785,residential,Thanon Yanyong Pattana,False,True,134.0178975941727,,,,,,,,1.0,469.0626415796044
1680665898,6637201356,0,706357258,residential,Pracha Uthit Road,False,False,46.24494317498718,,,,,,,,1.0,161.85730111245513
1680665898,1680666046,0,706357258,residential,Pracha Uthit Road,False,True,61.59787209248266,,,,,,,,1.0,215.59255232368932
1680665902,1680666046,0,155690881,residential,Thanon Rajuthit Soi 6,False,True,143.458196453282,,,,,,,,1.0,502.103687586487
1680665902,1680665755,0,931256568,tertiary,,True,False,68.93972650545291,,,,,,,,1.0,241.2890427690852
1680665904,8634015000,0,155690856,residential,Thanon Rajuthit Soi 7,False,False,142.9366325236321,,,,,,,,1.0,500.27821383271237
1680665904,4900465352,0,155690856,residential,Thanon Rajuthit Soi 7,False,True,34.80940912847268,,,,,,,,1.0,121.83293194965438
1680665904,4900465709,0,"[498671640, 155690354]",residential,,False,"[False, True]",98.73879758541426,,,,,,,,1.0,345.58579154894994
1680665916,1680666026,0,95809263,residential,ถนนละม้ายสงเคราะห์,False,False,45.549730972058754,,,,,,,,1.0,159.42405840220565
