osmid,y,x,highway,street_count,junction,longitude,latitude,pop_male,pop_female,pop_total,households,gridcode,flood_distance_deg,flood_level
1110416402,7.0146703,100.480958,,3,,100.480958,7.0146703,25,25,50,29,1,0.0014537286763482025,1
1110416402,7.0146703,100.480958,,3,,100.480958,7.0146703,25,25,50,29,3,0.0014537286763482025,3
1110416410,7.0038374,100.4739745,,4,,100.4739745,7.0038374,13,25,38,25,1,0.0006150743370988833,1
1110416444,7.0085628,100.4730775,,4,,100.4730775,7.0085628,27,29,56,21,3,0.0002468019115455191,3
1110416454,7.003523,100.4789469,,1,,100.4789469,7.003523,18,23,41,22,2,0.0006757039382380471,2
1110416469,7.0134345,100.4740667,,3,,100.4740667,7.0134345,19,24,43,30,4,0.001445877175765943,4
1110416470,7.010931,100.4724426,,4,,100.4724426,7.010931,24,33,57,21,1,0.0005714015013199661,1
1110416501,7.0155978,100.4805634,,3,,100.4805634,7.0155978,25,18,43,21,4,0.0006685021870861819,4
1110416526,7.0132623,100.475078,,3,,100.475078,7.0132623,32,31,63,29,4,0.00048389825051392966,4
1110416535,7.0170356,100.4818254,,4,,100.4818254,7.0170356,28,23,51,19,2,0.0008268599133021572,2
1110416556,7.0030436,100.4740108,,4,,100.4740108,7.0030436,25,32,57,24,3,0.0002900499432643285,3
1110416567,7.0140476,100.4809082,,4,,100.4809082,7.0140476,26,23,49,24,1,0.0012122308056222257,1
1110416567,7.0140476,100.4809082,,4,,100.4809082,7.0140476,26,23,49,24,3,0.0012122308056222257,3
1110416568,7.0045161,100.4739438,,4,,100.4739438,7.0045161,20,28,48,26,5,0.00020513128839460594,5
1110416604,7.0174931,100.4818057,,3,,100.4818057,7.0174931,24,34,58,22,4,0.0011841263395506278,4
1110416608,7.0175477,100.4825091,,3,,100.4825091,7.0175477,22,26,48,25,1,0.000549769470930204,1
1110416631,7.0119313,100.472383,,2,,100.472383,7.0119313,25,30,55,20,2,0.0005548998003226899,2
1110416654,7.0084292,100.4723864,,3,,100.4723864,7.0084292,20,38,58,18,4,0.0004413185160666891,4
1110416655,7.0024918,100.4734594,,3,,100.4734594,7.0024918,25,30,55,13,3,0.0005012917876607132,3
1110416655,7.0024918,100.4734594,,3,,100.4734594,7.0024918,25,30,55,13,4,0.0005012917876607132,4
1110416666,6.9984318,100.4773233,,3,,100.4773233,6.9984318,14,27,41,14,2,0.0005682841328280923,2
1110416677,7.0002496,100.4757434,,3,,100.4757434,7.0002496,18,13,31,31,4,0.0005334363898726917,4
1110416726,7.0011631,100.4744325,,4,,100.4744325,7.0011631,29,24,53,24,4,0.0007615207236994954,4
1110416742,7.0131459,100.4793869,,3,,100.4793869,7.0131459,18,26,44,25,3,0.00030188407944656883,3
1110416754,7.0138154,100.4727813,,3,,100.4727813,7.0138154,28,22,50,21,5,0.0007010243481367546,5
1115361870,7.0104982,100.4861835,,4,,100.4861835,7.0104982,18,36,54,30,3,0.00010521380361836914,3
1115560969,7.0212312,100.4592883,,3,,100.4592883,7.0212312,24,30,54,34,3,0.0008663195514513022,3
1115560973,7.0175509,100.4553406,,3,,100.4553406,7.0175509,23,24,47,26,4,0.0010225588752136177,4
1115560979,7.0167867,100.4553357,,3,,100.4553357,7.0167867,25,21,46,25,3,0.000924177120739118,3
1115560991,7.0215353,100.455361,,3,,100.455361,7.0215353,22,21,43,29,2,0.0008283491070083023,2
1115560995,7.0133817,100.4569381,,3,,100.4569381,7.0133817,16,18,34,20,2,0.0008305048945265141,2
1115561003,7.0208605,100.4553568,,4,,100.4553568,7.0208605,20,22,42,17,2,0.0008660029967749361,2
1115561016,7.0187832,100.4553625,,3,,100.4553625,7.0187832,25,22,47,20,3,0.0011168321411838403,3
1115561024,7.0171744,100.4553357,,3,,100.4553357,7.0171744,13,24,37,26,4,0.0009188237475152818,4
1115561030,7.0195857,100.4553554,,3,,100.4553554,7.0195857,19,30,49,24,3,0.0007720706283609372,3
1115561039,7.0227974,100.4553465,,3,,100.4553465,7.0227974,19,22,41,21,2,0.0001383754768565495,2
1115561044,7.0142777,100.4564735,,3,,100.4564735,7.0142777,25,27,52,21,3,0.00037863429542903316,3
1115561050,7.0227876,100.4595691,,1,,100.4595691,7.0227876,17,28,45,23,1,0.00012984874542552128,1
1115561051,7.0215897,100.4703608,,3,yes,100.4703608,7.0215897,20,14,34,23,5,0.0003442635090539032,5
1115585385,7.0072325,100.4765604,,4,,100.4765604,7.0072325,32,37,69,22,2,0.000751286855050413,2
1115585403,7.0080654,100.4768967,,3,,100.4768967,7.0080654,27,21,48,31,3,0.0002386494925386614,3
1115585416,7.0060349,100.4759068,,3,,100.4759068,7.0060349,18,22,40,23,3,0.0004050356500650703,3
1115585426,7.0153332,100.4760337,,3,,100.4760337,7.0153332,17,20,37,18,5,0.001289972849469543,5
1115585463,7.0063144,100.4762745,,3,,100.4762745,7.0063144,22,30,52,17,3,6.890333275854007e-05,3
1115585518,7.0161589,100.4757879,,3,,100.4757879,7.0161589,13,32,45,26,5,0.0020397445989570203,5
1115585548,7.0198854,100.475554,,4,,100.475554,7.0198854,20,17,37,24,3,0.0011065434206700747,3
1115585643,7.0274584,100.4734044,,3,,100.4734044,7.0274584,22,18,40,18,5,0.0012371573355718342,5
1115585697,7.0089076,100.4767571,,3,,100.4767571,7.0089076,29,26,55,29,5,0.0005310260003943129,5
1115585792,7.0059696,100.474283,,3,,100.474283,7.0059696,16,21,37,21,5,0.0004108818369726113,5
1115585796,7.0166134,100.4763949,,3,,100.4763949,7.0166134,24,29,53,21,1,0.0019359608059299396,1
1115585857,7.013856,100.4764946,,3,,100.4764946,7.013856,16,27,43,29,1,0.0005981994783992608,1
1115585897,7.0223415,100.4748914,,3,,100.4748914,7.0223415,25,26,51,24,5,0.0004019396427110226,5
1115585909,7.006727,100.4763647,,3,,100.4763647,7.006727,29,20,49,23,3,0.0004905970693552005,3
1120012974,7.0113097,100.483171,,3,,100.483171,7.0113097,21,21,42,27,3,0.0009663066970299938,3
1120012976,7.0143721,100.4794703,,3,,100.4794703,7.0143721,26,26,52,25,2,0.0007506343653460194,2
1120012989,7.0148135,100.4795108,,3,,100.4795108,7.0148135,18,27,45,23,2,0.0007948547005797323,2
1120014693,7.0165498,100.4709222,,3,,100.4709222,7.0165498,20,23,43,28,2,0.0005877452917993612,2
1122072640,7.0009155,100.4706,,4,,100.4706,7.0009155,19,35,54,29,4,0.0010702811854329006,4
1122072645,7.0009887,100.4712661,,4,,100.4712661,7.0009887,19,20,39,24,2,0.0008579902634055644,2
1122072658,7.0030315,100.4736599,,4,,100.4736599,7.0030315,16,28,44,21,3,0.0001459613679670061,3
1122072673,7.0010895,100.4721166,,3,,100.4721166,7.0010895,16,24,40,26,2,0.0001639110621309034,2
1122072674,7.0019712,100.472547,,3,,100.472547,7.0019712,20,25,45,18,3,0.0003862991168291776,3
1122072681,7.0028447,100.4717066,,3,,100.4717066,7.0028447,21,28,49,15,2,0.0012122044729002948,2
1122072695,7.0008168,100.4698855,,3,,100.4698855,7.0008168,28,14,42,15,4,0.000528173122269543,4
1123399472,6.9953983,100.4795918,,3,,100.4795918,6.9953983,26,26,52,16,2,2.0224052241230495e-05,2
1123399483,7.0112823,100.4777379,,3,,100.4777379,7.0112823,21,25,46,21,4,0.00018166098496194918,4
1123399483,7.0112823,100.4777379,,3,,100.4777379,7.0112823,21,25,46,21,2,0.00018166098496194918,2
1123399486,7.0129394,100.471796,,3,,100.471796,7.0129394,19,28,47,24,1,0.0002882309360406198,1
1123399489,7.0110755,100.4767094,,3,,100.4767094,7.0110755,17,28,45,21,1,0.000491425273974288,1
1123399492,7.0142485,100.4742818,,4,,100.4742818,7.0142485,22,14,36,36,4,0.001405597049595774,4
1123399502,7.0121475,100.4723816,,4,,100.4723816,7.0121475,21,31,52,33,2,0.0005389001622929484,2
1123399513,7.0137,100.4806223,,3,,100.4806223,7.0137,20,25,45,20,3,0.001301177951098932,3
1123399535,7.0095625,100.4775173,,3,,100.4775173,7.0095625,18,30,48,20,2,0.0003999093423021274,2
1123399561,7.0095463,100.4779349,,3,,100.4779349,7.0095463,18,18,36,19,2,4.127844098112649e-05,2
1123399562,7.0061954,100.4746862,,4,,100.4746862,7.0061954,31,32,63,22,5,0.00011645919151361836,5
1123399569,7.0143049,100.4752262,,3,,100.4752262,7.0143049,21,19,40,30,4,0.0014012387867163942,4
1123399587,7.0048322,100.4772008,,4,,100.4772008,7.0048322,22,18,40,28,3,0.0009828306352026995,3
1123399591,7.0139162,100.472443,,4,,100.472443,7.0139162,27,27,54,20,5,0.00039621067841291485,5
1123399595,7.0078391,100.4744019,,3,,100.4744019,7.0078391,23,18,41,20,4,0.00019731819367076645,4
1123399600,7.0072955,100.4770573,,4,,100.4770573,7.0072955,31,36,67,23,3,0.000621711613815995,3
1123399615,6.9982221,100.4798651,traffic_signals,4,,100.4798651,6.9982221,17,21,38,21,2,0.0004155506792511421,2
1123399639,7.009051,100.4783745,,3,,100.4783745,7.009051,14,23,37,24,2,0.0004812496237530279,2
1123399641,7.011237,100.4780795,,4,,100.4780795,7.011237,24,29,53,18,4,0.0001633517503626709,4
1123399641,7.011237,100.4780795,,4,,100.4780795,7.011237,24,29,53,18,2,0.0001633517503626709,2
1123399667,7.0165701,100.4824846,,4,,100.4824846,7.0165701,18,23,41,24,2,0.0005133024729059364,2
1123399675,7.0135809,100.4721009,,3,,100.4721009,7.0135809,23,26,49,26,5,0.00017000969606130242,5
1123399676,7.0136228,100.4762477,,3,,100.4762477,7.0136228,19,19,38,21,3,0.0007061374113241177,3
1123399678,6.9935714,100.4822776,,3,,100.4822776,6.9935714,19,29,48,26,1,0.001500694193960294,1
1123399683,7.0102631,100.4784218,,3,,100.4784218,7.0102631,17,30,47,23,3,0.0007548497834100939,3
1123399706,7.0069454,100.4745272,,4,,100.4745272,7.0069454,20,40,60,25,2,0.00014891751467675525,2
1123399713,7.0133672,100.4782813,,3,,100.4782813,7.0133672,21,30,51,17,2,0.0005286712548392332,2
1123399715,7.0110427,100.4763172,,3,,100.4763172,7.0110427,12,39,51,16,1,0.00021791979394629088,1
1123399737,7.0110201,100.4784342,,3,,100.4784342,7.0110201,20,20,40,23,4,0.0005662993491921929,4
1123399737,7.0110201,100.4784342,,3,,100.4784342,7.0110201,20,20,40,23,2,0.0005662993491921929,2
1123399740,7.0132821,100.4788545,,3,,100.4788545,7.0132821,18,25,43,18,3,0.0008153154644794432,3
1123399751,6.9951532,100.4829078,,3,,100.4829078,6.9951532,15,28,43,27,2,0.0008655404917679058,2
1123399751,6.9951532,100.4829078,,3,,100.4829078,6.9951532,15,28,43,27,1,0.0008655404917679058,1
1123399771,7.0084059,100.476854,,3,,100.476854,7.0084059,19,28,47,25,3,0.0005403176894081625,3
1123399784,6.9940786,100.4825263,,3,,100.4825263,6.9940786,27,26,53,20,2,0.0014094826268819015,2
1123399784,6.9940786,100.4825263,,3,,100.4825263,6.9940786,27,26,53,20,1,0.0014094826268819015,1
1123399813,6.9941704,100.4727516,,3,,100.4727516,6.9941704,23,19,42,18,1,0.00045164514240806486,1
1123399813,6.9941704,100.4727516,,3,,100.4727516,6.9941704,23,19,42,18,3,0.00045164514240806486,3
1123399860,6.9945718,100.4827508,,3,,100.4827508,6.9945718,21,28,49,25,2,0.0010767132010358106,2
1123399860,6.9945718,100.4827508,,3,,100.4827508,6.9945718,21,28,49,25,1,0.0010767132010358106,1
1123399863,7.0142618,100.4737446,,3,,100.4737446,7.0142618,15,26,41,17,4,0.0008881765739652384,4
1123399914,6.9943936,100.4807169,,3,,100.4807169,6.9943936,16,21,37,31,4,0.0010662105687991833,4
1123399940,7.0112828,100.4772089,,3,,100.4772089,7.0112828,17,18,35,21,4,0.0007085259659524752,4
1123399940,7.0112828,100.4772089,,3,,100.4772089,7.0112828,17,18,35,21,2,0.0007085259659524752,2
1123399943,7.013175,100.4718925,,3,,100.4718925,7.013175,25,21,46,17,1,0.00032117521265813946,1
1123399945,6.994869,100.4819548,,3,,100.4819548,6.994869,25,30,55,17,2,0.0005625470155962283,2
1123399945,6.994869,100.4819548,,3,,100.4819548,6.994869,25,30,55,17,1,0.0005625470155962283,1
1137030928,7.0222914,100.4990738,,3,,100.4990738,7.0222914,15,26,41,24,5,0.0007041339669733059,5
1137030928,7.0222914,100.4990738,,3,,100.4990738,7.0222914,15,26,41,24,4,0.0007041339669733059,4
1140280757,7.0086169,100.4735109,,4,,100.4735109,7.0086169,23,29,52,22,3,0.0006089574467012312,3
1140280758,7.01108,100.4733872,,3,,100.4733872,7.01108,25,15,40,24,1,0.0005003017271251055,1
1160612966,6.9897602,100.4817925,,3,,100.4817925,6.9897602,29,17,46,29,1,0.001706875212748568,1
1160612967,6.9966553,100.4894036,,3,,100.4894036,6.9966553,22,23,45,23,3,0.0015473150869315029,3
1160612969,7.003976,100.4753897,,3,,100.4753897,7.003976,10,25,35,17,5,0.00022760345735495623,5
1160612973,6.9971137,100.4880022,,3,,100.4880022,6.9971137,25,26,51,20,3,9.076432573907913e-05,3
1160612974,7.0046686,100.4753324,,3,,100.4753324,7.0046686,27,21,48,20,3,0.0009215528251976425,3
1160612976,6.9906011,100.4821597,,4,,100.4821597,6.9906011,13,35,48,22,1,0.0014841989708150988,1
1160612981,6.9981924,100.4818363,,4,,100.4818363,6.9981924,17,23,40,25,5,0.0006098710448588691,5
1160612986,6.994236,100.4799938,,4,,100.4799938,6.994236,21,28,49,22,2,0.0012499824593803022,2
1160612990,6.9912386,100.4824247,,3,,100.4824247,6.9912386,21,25,46,20,1,0.0009111011304827276,1
1160617577,7.0154921,100.4741117,,3,,100.4741117,7.0154921,24,37,61,16,4,0.0015013203937923453,4
1160617588,7.0153059,100.4740319,,3,,100.4740319,7.0153059,26,21,47,21,4,0.001328852588071406,4
1160617589,7.0186825,100.4728967,,4,,100.4728967,7.0186825,20,33,53,27,4,7.039076264057588e-05,4
1160617590,7.014595,100.4742373,,4,,100.4742373,7.014595,14,31,45,21,4,0.0013206852011341237,4
1173916447,6.9926436,100.4855036,,4,,100.4855036,6.9926436,18,28,46,31,1,0.001670033903955171,1
1173916508,6.9921632,100.4851226,,3,,100.4851226,6.9921632,15,24,39,27,1,0.0010605393656472851,1
1173916514,6.9935669,100.4859791,,3,,100.4859791,6.9935669,17,34,51,27,1,0.0027048461458793003,1
1173916525,6.9955372,100.483253,,3,,100.483253,6.9955372,25,25,50,31,2,0.0008689603175584681,2
1173916538,6.9943997,100.4863878,,3,,100.4863878,6.9943997,31,20,51,21,3,0.002089667307270971,3
1173916538,6.9943997,100.4863878,,3,,100.4863878,6.9943997,31,20,51,21,1,0.002089667307270971,1
1173916572,6.9950099,100.4829665,,3,,100.4829665,6.9950099,15,30,45,22,2,0.0009723388297381689,2
1173916572,6.9950099,100.4829665,,3,,100.4829665,6.9950099,15,30,45,22,1,0.0009723388297381689,1
1173916582,6.9983233,100.4845092,,4,,100.4845092,6.9983233,23,33,56,21,3,0.001453926857578315,3
1173916660,6.9931175,100.4857534,,4,,100.4857534,6.9931175,24,28,52,28,1,0.002203772737710566,1
1174378788,7.002049,100.4717988,,3,,100.4717988,7.002049,33,35,68,16,2,0.0008481512605419393,2
1174378892,7.0018094,100.4697418,,3,,100.4697418,7.0018094,23,24,47,20,2,0.0003164665520616211,2
1176926303,7.003569,100.4708694,,3,,100.4708694,7.003569,27,18,45,12,2,0.0019649872171017347,2
1177548796,6.9899293,100.4838242,,3,,100.4838242,6.9899293,20,30,50,25,1,0.00152332876334002,1
1177548836,6.990067,100.4841466,,3,,100.4841466,6.990067,22,20,42,37,1,0.0012610408100522134,1
1177550535,6.9893837,100.4838358,,3,,100.4838358,6.9893837,19,21,40,28,1,0.0020104427452407926,1
1177550769,6.9885959,100.4833557,,3,,100.4833557,6.9885959,24,19,43,27,1,0.0029242653476168595,1
1177550773,6.9871126,100.4820743,,3,,100.4820743,6.9871126,23,24,47,23,1,0.0023299843435862916,1
1177550822,6.989171,100.4833584,,3,,100.4833584,6.989171,19,27,46,23,1,0.0024130272415549543,1
1196113662,7.0018818,100.4704629,,4,,100.4704629,7.0018818,18,33,51,21,2,0.0009023600487466981,2
1196924287,6.9933301,100.4841073,,4,,100.4841073,6.9933301,29,29,58,13,1,0.0021338755385051575,1
1196924324,6.9938034,100.4843461,,4,,100.4843461,6.9938034,24,31,55,24,2,0.0025181710697013324,2
1196924331,6.995252,100.4869039,,4,,100.4869039,6.995252,22,20,42,25,3,0.001791052013218395,3
1196924331,6.995252,100.4869039,,4,,100.4869039,6.995252,22,20,42,25,1,0.001791052013218395,1
1196924337,6.9971614,100.4769654,,1,,100.4769654,6.9971614,17,20,37,18,3,0.00014143072147923734,3
1196924342,6.9943617,100.4832138,,3,,100.4832138,6.9943617,13,30,43,26,2,0.001546256641874975,2
1196924342,6.9943617,100.4832138,,3,,100.4832138,6.9943617,13,30,43,26,1,0.001546256641874975,1
1196924365,6.9942322,100.4845779,,3,,100.4845779,6.9942322,23,21,44,10,2,0.002181039765038811,2
1196924373,6.9983746,100.4798729,,3,,100.4798729,6.9983746,24,27,51,14,2,0.0005418046608916808,2
1196924376,6.9948302,100.4889419,,3,,100.4889419,6.9948302,19,23,42,27,3,0.002475421658425494,3
1196924377,6.9954945,100.4797105,,3,,100.4797105,6.9954945,20,23,43,24,2,0.0001490956926163088,2
1196924393,6.9978389,100.471708,,4,,100.471708,6.9978389,17,35,52,24,3,0.0010197386468643302,3
1196924393,6.9978389,100.471708,,4,,100.471708,6.9978389,17,35,52,24,2,0.0010197386468643302,2
1203972086,7.0027788,100.4883595,,3,,100.4883595,7.0027788,15,22,37,29,1,0.0004141221022278858,1
1203972111,7.0013003,100.4841787,,3,,100.4841787,7.0013003,12,17,29,21,4,0.00040774745642914965,4
1203972117,7.0027961,100.4889019,,4,,100.4889019,7.0027961,21,28,49,25,1,0.0001939328543377325,1
1203972125,7.0033221,100.4916819,,3,,100.4916819,7.0033221,21,29,50,36,1,0.0013331341186033723,1
1203972125,7.0033221,100.4916819,,3,,100.4916819,7.0033221,21,29,50,36,2,0.0013331341186033723,2
1263469174,7.001739,100.4866148,,3,,100.4866148,7.001739,28,28,56,25,3,0.0005814536842939536,3
1263469280,7.000717,100.4842535,,3,,100.4842535,7.000717,20,19,39,29,5,0.00044608308556786736,5
1263469280,7.000717,100.4842535,,3,,100.4842535,7.000717,20,19,39,29,3,0.00044608308556786736,3
1369020939,7.0127481,100.4798374,,3,,100.4798374,7.0127481,22,19,41,21,3,0.0003049010482463159,3
1369020942,7.0123359,100.4799306,,3,,100.4799306,7.0123359,26,24,50,32,3,0.0006766711928444072,3
1369020943,7.0105664,100.4798367,,3,,100.4798367,7.0105664,20,18,38,17,2,0.0010151923774298335,2
1369020950,7.0091679,100.4797713,,3,,100.4797713,7.0091679,16,21,37,24,2,0.0004559782566925373,2
1369020962,7.0068181,100.4645525,,3,,100.4645525,7.0068181,17,30,47,23,2,0.00161493749322061,2
1369020962,7.0068181,100.4645525,,3,,100.4645525,7.0068181,17,30,47,23,4,0.00161493749322061,4
1407217725,6.9947147,100.4866361,,3,,100.4866361,6.9947147,30,19,49,18,3,0.001960653853680885,3
1407217725,6.9947147,100.4866361,,3,,100.4866361,6.9947147,30,19,49,18,1,0.001960653853680885,1
1407217754,7.005642,100.4905463,,1,,100.4905463,7.005642,23,31,54,15,1,0.0012712077083660487,1
1407217754,7.005642,100.4905463,,1,,100.4905463,7.005642,23,31,54,15,2,0.0012712077083660487,2
1407217794,7.0009105,100.4903609,,3,,100.4903609,7.0009105,19,22,41,18,1,0.0016462867027055871,1
1407217821,7.0013634,100.4905506,,3,,100.4905506,7.0013634,19,28,47,18,1,0.001804167729431309,1
1407217897,7.0043137,100.4902378,,1,,100.4902378,7.0043137,22,24,46,22,2,0.0007078340262956115,2
1407217970,7.0015548,100.4919398,,4,,100.4919398,7.0015548,25,23,48,21,1,0.0031060966874651244,1
1407217970,7.0015548,100.4919398,,4,,100.4919398,7.0015548,25,23,48,21,2,0.0031060966874651244,2
1407218021,6.9960153,100.4897499,,1,,100.4897499,6.9960153,18,26,44,20,3,0.0021216597667419452,3
1407218079,6.9914607,100.4871577,,4,,100.4871577,6.9914607,24,27,51,18,1,0.0025829750446193346,1
1407218094,7.0050417,100.4900404,,3,,100.4900404,7.0050417,20,32,52,31,2,0.0006473102418308904,2
1407218100,6.9876779,100.484574,,1,,100.484574,6.9876779,28,30,58,27,1,0.0035721118590361397,1
1407218192,7.0042688,100.4897947,,4,,100.4897947,7.0042688,23,23,46,24,2,0.0003789551646023095,2
1407218205,6.996367,100.489901,,1,,100.489901,6.996367,22,21,43,15,3,0.0021096713174511505,3
1407218226,6.9884649,100.4863271,,3,,100.4863271,6.9884649,30,33,63,23,1,0.0032859554932342604,1
1407218317,6.9932805,100.485926,,3,,100.485926,6.9932805,24,31,55,25,1,0.0024342732542947704,1
1407218356,6.995757,100.4886113,,3,,100.4886113,6.995757,16,34,50,28,3,0.0014972224810596015,3
1407218457,7.0050194,100.490482,,3,,100.490482,7.0050194,18,26,44,22,1,0.0008831635842540659,1
1407218457,7.0050194,100.490482,,3,,100.490482,7.0050194,18,26,44,22,2,0.0008831635842540659,2
1407218538,7.0058453,100.4900833,,1,,100.4900833,7.0058453,16,24,40,27,2,0.0013573974031873591,2
1407218591,7.0002748,100.4907777,,1,,100.4907777,7.0002748,21,31,52,24,4,0.0020326570537600847,4
1407218617,7.0027444,100.4880154,,3,,100.4880154,7.0027444,20,21,41,20,1,0.0007545279053253817,1
1407218726,6.9964689,100.489398,,3,,100.489398,6.9964689,26,28,54,21,3,0.0016037073746640932,3
1407218794,7.0042949,100.4906872,,1,,100.4906872,7.0042949,21,23,44,34,1,0.0006324057719034829,1
1407218794,7.0042949,100.4906872,,1,,100.4906872,7.0042949,21,23,44,34,2,0.0006324057719034829,2
1407218814,6.9961623,100.4887365,,3,,100.4887365,6.9961623,21,24,45,20,3,0.001233056782201491,3
1407218844,7.0029157,100.4898334,,4,,100.4898334,7.0029157,26,22,48,23,1,0.0010834007642581583,1
1407218969,6.9912141,100.4848147,,3,,100.4848147,6.9912141,15,15,30,26,1,0.0002341355905337692,1
1407218985,6.9956281,100.4896446,,1,,100.4896446,6.9956281,23,29,52,33,3,0.00225908340722437,3
1407219098,6.991594,100.485036,,3,,100.485036,6.991594,17,31,48,15,1,0.0005685451980412397,1
1407219129,7.0026507,100.4874989,,3,,100.4874989,7.0026507,12,28,40,26,3,0.0007032789234615493,3
1407219159,6.996801,100.4878108,,3,,100.4878108,6.996801,21,31,52,20,3,0.0003015287770910735,3
